given_name,family_name,gender,birth_date,country_of_origin,destination_country,destination_city,port_of_entry,visa_category,arrival_date,reason_for_migration,status_at_5_years,naturalization_date,asylum_related
Anita,Lopez,Male,1956-11-10,Vietnam,Sweden,Gothenburg,Arlanda,Skilled Worker,2020-02-04,Work,Citizen,2024-12-22,FALSE
Carlos,Nowak,Male,1979-06-18,Indonesia,Australia,Melbourne,Sydney Airport,Skilled Worker,2010-01-17,Family Reunification,Permanent Resident,,FALSE
Ahmed,Kumar,Female,2005-10-01,Guatemala,United States,Dallas,LAX,Diversity,2024-05-17,Work,Permanent Resident,,FALSE
Sofia,Zhang,Male,1992-07-12,Afghanistan,United States,New York,SEA,Investor,2022-10-15,Family Reunification,Undocumented,,FALSE
Hassan,Johnson,Female,1991-01-02,Turkey,Spain,Valladolid,Palma de Mallorca,Student,2011-12-15,Family Reunification,Citizen,2017-02-11,FALSE
Noah,Moretti,Female,1971-04-06,Brazil,Germany,Bremen,BER,Refugee,2001-02-13,Climate/Disaster,Temporary Resident,,TRUE
Ethan,Hassan,Male,1951-09-22,Pakistan,Netherlands,Groningen,Schiphol,Work,2000-04-09,Persecution,Temporary Resident,,TRUE
Mohamed,Hernandez,Female,1965-12-06,Ukraine,United States,Chicago,IAD,Work,2002-11-23,Work,Permanent Resident,,FALSE
Yuki,Chen,Male,1974-02-16,United Kingdom,Australia,Sydney,Brisbane Airport,Humanitarian,2001-01-12,Study,Citizen,2009-01-24,FALSE
Sofia,Rossi,Male,2006-10-12,Italy,Australia,Darwin,Perth Airport,Asylum,2025-01-22,Work,Temporary Resident,,TRUE
Ethan,Johnson,Male,1976-04-28,Turkey,France,Lille,Nice Côte d'Azur,Student,2005-04-10,Study,Permanent Resident,,FALSE
Elena,Kim,Female,2006-12-06,Indonesia,Germany,Dusseldorf,FRA,Student,2024-12-26,Climate/Disaster,Permanent Resident,,FALSE
Wei,Novak,Male,1996-05-02,Afghanistan,Germany,Berlin,DUS,Work,2024-01-22,Work,Permanent Resident,,FALSE
Zoe,Miller,Male,2000-02-15,United Kingdom,Australia,Brisbane,Brisbane Airport,Family,2024-12-11,Work,Temporary Resident,,FALSE
Hiro,Moretti,Male,2003-11-16,France,Australia,Adelaide,Perth Airport,Work,2024-09-25,Work,Permanent Resident,,FALSE
Lucas,Ivanov,Female,1983-04-07,Argentina,Sweden,Vasteras,Arlanda,Family,2007-10-01,Work,Permanent Resident,,FALSE
Chen,Zhang,Female,1956-05-25,South Korea,Spain,Seville,Barcelona–El Prat,Work,2006-10-20,Work,Citizen,2011-02-04,FALSE
Wei,Khan,Male,1985-05-27,Ireland,Spain,Bilbao,Barcelona–El Prat,Refugee,2014-11-23,Work,Citizen,2023-08-24,TRUE
Lucas,Yamada,Male,2006-12-26,Iran,Netherlands,Nijmegen,Rotterdam The Hague,Work,2025-09-14,Family Reunification,Citizen,2034-09-16,FALSE
Zoe,Martinez,Female,1968-08-30,Peru,Netherlands,Tilburg,Eindhoven Airport,Work,2024-05-02,Conflict/War,Permanent Resident,,TRUE
Sara,Kim,Male,1955-04-15,Egypt,Canada,Toronto,Montreal-Trudeau,Family,2018-11-05,Work,Permanent Resident,,FALSE
Omar,Chen,Female,1999-01-13,Portugal,Australia,Brisbane,Sydney Airport,Skilled Worker,2020-11-03,Work,Permanent Resident,,FALSE
Mohamed,Wang,Male,2003-08-02,Italy,Italy,Bologna,Fiumicino,Family,2024-08-11,Conflict/War,Citizen,2034-06-19,TRUE
Igor,Moretti,Male,1961-04-09,Portugal,Netherlands,The Hague,Rotterdam The Hague,Family,2019-06-03,Work,Citizen,2025-05-03,FALSE
Camila,Ibrahim,Female,1980-11-14,Portugal,United States,San Francisco,SFO,Family,2012-09-30,Work,Departed,,FALSE
Aria,Garcia,Female,1963-06-14,Thailand,United Kingdom,Bristol,Heathrow,Investor,2016-07-14,Persecution,Permanent Resident,,TRUE
Igor,Chen,Male,1982-08-11,Thailand,United Kingdom,Glasgow,Heathrow,Student,2006-07-10,Study,Departed,,FALSE
Alex,Brown,Male,1989-03-16,Dominican Republic,Spain,Palma,Malaga–Costa del Sol,Family,2013-02-10,Persecution,Citizen,2023-05-31,TRUE
Noah,Rodriguez,Female,1982-11-27,Thailand,Italy,Bologna,Malpensa,Humanitarian,2016-09-22,Family Reunification,Departed,,FALSE
Nina,Schmidt,Female,1997-12-03,Ethiopia,France,Toulouse,Orly,Family,2018-12-03,Family Reunification,Citizen,2025-11-02,FALSE
Raj,Silva,Male,1995-09-21,Afghanistan,Canada,Montreal,Calgary Intl,Refugee,2016-12-31,Study,Permanent Resident,,TRUE
Ibrahim,Brown,Female,1996-03-07,Sri Lanka,Italy,Naples,Naples Intl,Skilled Worker,2023-03-27,Family Reunification,Temporary Resident,,FALSE
David,Jones,Female,1978-06-26,Honduras,France,Paris,Orly,Work,2025-07-22,Study,Citizen,2031-08-17,FALSE
Anna,Novak,Male,1983-07-23,Brazil,France,Lyon,Lyon–Saint-Exupéry,Investor,2009-07-24,Conflict/War,Permanent Resident,,TRUE
Leila,Khan,Male,1961-07-25,Iran,Sweden,Orebro,Malmo Airport,Student,2023-02-06,Family Reunification,Temporary Resident,,FALSE
Omar,Brown,Female,2003-01-08,Guatemala,Germany,Cologne,DUS,Work,2022-09-02,Work,Citizen,2033-06-19,FALSE
Ethan,Kumar,Male,1955-06-07,Guatemala,France,Marseille,CDG,Student,2010-03-30,Work,Citizen,2017-01-31,FALSE
Chen,Schmidt,Female,1970-07-02,Romania,Canada,Vancouver,Ottawa Intl,Student,2011-06-01,Conflict/War,Permanent Resident,,TRUE
Maria,Lopez,Female,1958-11-17,Russia,France,Paris,Marseille Provence,Asylum,2011-06-09,Work,Permanent Resident,,TRUE
Alex,Kim,Male,1971-08-20,United Kingdom,Netherlands,Amsterdam,Rotterdam The Hague,Skilled Worker,2007-06-19,Work,Permanent Resident,,FALSE
Emma,Li,Female,1966-06-19,Nepal,Germany,Frankfurt,HAM,Family,2018-08-25,Work,Departed,,FALSE
Carlos,Miller,Male,1993-07-02,Bangladesh,Germany,Stuttgart,DUS,Family,2022-05-27,Work,Temporary Resident,,FALSE
Akira,Khan,Female,2000-01-06,Turkey,United States,Chicago,SFO,Asylum,2021-04-25,Family Reunification,Temporary Resident,,TRUE
Sara,Perez,Female,1989-01-28,Japan,Netherlands,The Hague,Rotterdam The Hague,Work,2021-09-23,Work,Citizen,2030-05-21,FALSE
Yuki,Kim,Female,2000-11-19,Nepal,Germany,Frankfurt,HAM,Skilled Worker,2023-03-07,Work,Departed,,FALSE
Leila,Brown,Female,2003-04-22,Brazil,Germany,Dresden,MUC,Student,2023-10-22,Work,Undocumented,,FALSE
Lucas,Rodriguez,Prefer not to say,2007-10-19,El Salvador,United Kingdom,Edinburgh,Heathrow,Asylum,2025-10-14,Work,Temporary Resident,,TRUE
Ethan,Yamada,Female,1981-06-20,Japan,Sweden,Gothenburg,Arlanda,Skilled Worker,2000-06-10,Conflict/War,Permanent Resident,,TRUE
Wei,Rossi,Female,2003-11-21,Germany,United States,Dallas,MIA,Student,2022-11-05,Family Reunification,Temporary Resident,,FALSE
Zoe,Brown,Female,1977-03-12,Spain,United States,Dallas,ORD,Student,2005-10-13,Work,Temporary Resident,,FALSE
Anita,Williams,Male,1973-08-03,United Kingdom,United States,San Francisco,SEA,Asylum,2013-09-25,Work,Departed,,TRUE
Mohamed,Bauer,Male,1967-08-29,Sri Lanka,Sweden,Stockholm,Malmo Airport,Diversity,2000-06-15,Work,Departed,,FALSE
Anita,Hassan,Female,1983-05-02,Syria,Australia,Melbourne,Perth Airport,Family,2017-08-18,Persecution,Permanent Resident,,TRUE
Noah,Kumar,Female,2001-01-13,Dominican Republic,Australia,Melbourne,Adelaide Airport,Work,2021-08-03,Study,Permanent Resident,,FALSE
Priya,Gonzalez,Male,1977-07-09,Sri Lanka,Canada,Calgary,Calgary Intl,Work,2018-08-11,Work,Undocumented,,FALSE
Hiro,Zhang,Male,2001-01-25,Brazil,United States,New York,BOS,Student,2023-03-18,Economic Opportunity,Permanent Resident,,FALSE
Diego,Jones,Male,1974-07-15,El Salvador,Germany,Leipzig,HAM,Refugee,2004-04-10,Work,Citizen,2007-07-05,TRUE
Igor,Silva,Female,1993-02-25,Syria,Australia,Perth,Sydney Airport,Work,2021-12-06,Work,Permanent Resident,,FALSE
Zoe,Li,Male,1958-12-06,Syria,Germany,Dusseldorf,BER,Skilled Worker,2011-07-14,Work,Permanent Resident,,FALSE
Leila,Ivanov,Female,2004-10-17,Ukraine,United Kingdom,Birmingham,Manchester Airport,Student,2025-07-24,Study,Permanent Resident,,FALSE
Raj,Kim,Female,1968-06-30,Vietnam,United States,Boston,SEA,Refugee,2003-09-24,Work,Undocumented,,TRUE
Leila,Gonzalez,Male,1953-10-10,Bangladesh,Australia,Hobart,Adelaide Airport,Work,2017-12-03,Work,Permanent Resident,,FALSE
Raj,Hernandez,Female,1983-11-01,Afghanistan,Sweden,Uppsala,Malmo Airport,Diversity,2015-09-19,Study,Permanent Resident,,FALSE
Elena,Bauer,Female,1953-12-18,Algeria,United States,Seattle,LAX,Family,2020-07-25,Work,Permanent Resident,,FALSE
Aria,Jones,Female,1998-08-09,South Africa,Germany,Dresden,DUS,Refugee,2021-02-06,Study,Departed,,TRUE
Aria,Singh,Male,1974-05-06,Portugal,United States,Los Angeles,BOS,Asylum,2007-09-20,Climate/Disaster,Citizen,2011-01-29,TRUE
Maria,Chen,Female,1990-11-02,Kenya,Germany,Berlin,BER,Work,2011-03-06,Work,Permanent Resident,,FALSE
Leila,Martinez,Female,2001-07-01,Russia,Italy,Turin,Bologna Guglielmo Marconi,Skilled Worker,2023-09-03,Family Reunification,Permanent Resident,,FALSE
Ethan,Gonzalez,Male,1995-03-31,Nigeria,Germany,Hamburg,DUS,Family,2024-01-27,Work,Departed,,FALSE
Hiro,Garcia,Female,1998-03-04,Greece,Canada,Ottawa,Ottawa Intl,Student,2018-12-29,Work,Temporary Resident,,FALSE
Mohamed,Silva,Female,1956-09-29,Ireland,Australia,Melbourne,Perth Airport,Family,2000-11-08,Study,Temporary Resident,,FALSE
Amina,Schmidt,Non-binary,2004-02-03,Ethiopia,Sweden,Vasteras,Arlanda,Refugee,2022-08-23,Study,Temporary Resident,,TRUE
Mohamed,Kumar,Female,1984-06-22,Iraq,Sweden,Helsingborg,Arlanda,Student,2025-02-15,Persecution,Permanent Resident,,TRUE
Ava,Wang,Female,1957-06-04,Honduras,United Kingdom,Leeds,Heathrow,Refugee,2014-03-27,Economic Opportunity,Permanent Resident,,TRUE
Fatima,Abdul,Male,1954-03-03,Venezuela,Canada,Montreal,Calgary Intl,Skilled Worker,2008-08-04,Persecution,Temporary Resident,,TRUE
Zoe,Nowak,Female,1968-07-28,Honduras,United States,Miami,DFW,Family,2024-07-17,Family Reunification,Permanent Resident,,FALSE
Priya,Singh,Male,1973-04-08,Thailand,Spain,Barcelona,Madrid–Barajas,Family,2019-08-25,Work,Temporary Resident,,FALSE
Omar,Williams,Female,1962-12-31,India,France,Nice,Nice Côte d'Azur,Asylum,2013-09-09,Family Reunification,Permanent Resident,,TRUE
Wei,Miller,Male,1991-04-19,Thailand,Spain,Palma,Barcelona–El Prat,Family,2020-03-25,Work,Temporary Resident,,FALSE
Mia,Williams,Male,2007-12-28,Poland,United Kingdom,Edinburgh,Edinburgh Airport,Student,2025-12-23,Family Reunification,Temporary Resident,,FALSE
Mohamed,Brown,Female,1987-03-11,Romania,France,Paris,Orly,Skilled Worker,2020-05-13,Family Reunification,Permanent Resident,,FALSE
Emma,Abdul,Female,1980-03-17,Indonesia,Spain,Murcia,Madrid–Barajas,Work,2014-12-25,Conflict/War,Temporary Resident,,TRUE
Hassan,Garcia,Female,1959-12-07,Afghanistan,Italy,Florence,Fiumicino,Student,2024-12-08,Conflict/War,Permanent Resident,,TRUE
Hassan,Kumar,Male,1968-12-04,Ireland,Germany,Leipzig,MUC,Student,2003-08-22,Work,Temporary Resident,,FALSE
Anna,Brown,Male,1956-12-09,Ukraine,Canada,Edmonton,Calgary Intl,Skilled Worker,2013-04-04,Work,Permanent Resident,,FALSE
Diego,Gonzalez,Female,2003-08-02,Greece,Germany,Hamburg,MUC,Work,2024-03-22,Family Reunification,Temporary Resident,,FALSE
Diego,Kumar,Female,1972-10-08,Honduras,Spain,Valladolid,Madrid–Barajas,Work,2010-01-09,Persecution,Departed,,TRUE
Priya,Abdul,Female,1988-10-28,Guatemala,Sweden,Gothenburg,Malmo Airport,Family,2018-08-29,Family Reunification,Temporary Resident,,FALSE
Jin,Miller,Male,2006-11-07,Algeria,Sweden,Helsingborg,Arlanda,Work,2024-11-29,Work,Temporary Resident,,FALSE
Jin,Nowak,Female,1973-04-29,Philippines,Australia,Hobart,Melbourne Airport,Work,2021-02-26,Family Reunification,Departed,,FALSE
Ahmed,Nowak,Male,1968-10-30,South Africa,France,Montpellier,Lyon–Saint-Exupéry,Diversity,2012-06-14,Study,Permanent Resident,,FALSE
Fatima,Kumar,Female,1998-04-12,South Africa,Italy,Bologna,Turin Airport,Family,2019-09-01,Work,Permanent Resident,,FALSE
Anna,Schmidt,Female,1952-08-14,Romania,United States,Houston,JFK Airport,Family,2008-09-01,Work,Citizen,2017-05-05,FALSE
Mohamed,Garcia,Male,1969-10-04,Germany,Sweden,Helsingborg,Gothenburg Landvetter,Family,2002-07-25,Study,Permanent Resident,,FALSE
Nina,Khan,Male,1968-01-12,Colombia,Germany,Munich,MUC,Skilled Worker,2019-03-03,Work,Permanent Resident,,FALSE
Mohamed,Costa,Male,1956-05-25,Germany,Canada,Toronto,Pearson Intl,Diversity,2023-07-11,Family Reunification,Undocumented,,FALSE
Carlos,Smith,Male,1953-07-21,Cuba,France,Nantes,Marseille Provence,Family,2015-01-27,Study,Permanent Resident,,FALSE
Lucas,Li,Male,1993-08-23,Mexico,Germany,Dusseldorf,HAM,Investor,2016-05-21,Economic Opportunity,Permanent Resident,,FALSE
Amina,Jones,Male,1995-11-06,Peru,Netherlands,Tilburg,Rotterdam The Hague,Family,2023-11-03,Study,Permanent Resident,,FALSE
Leila,Park,Female,1952-11-03,Cuba,France,Marseille,CDG,Family,2006-01-23,Family Reunification,Citizen,2009-05-22,FALSE
Mia,Zhang,Female,1974-08-10,Sri Lanka,Sweden,Malmo,Malmo Airport,Refugee,2021-03-09,Work,Permanent Resident,,TRUE
Nina,Costa,Male,2001-05-17,Thailand,Germany,Munich,FRA,Family,2024-04-23,Work,Temporary Resident,,FALSE
Anna,Moretti,Male,1974-05-13,Germany,Australia,Sydney,Melbourne Airport,Family,2008-09-06,Work,Temporary Resident,,FALSE
Elena,Martinez,Female,1974-12-01,Taiwan,Australia,Sydney,Sydney Airport,Family,2003-10-29,Conflict/War,Departed,,TRUE
Sofia,Johnson,Female,1965-05-30,Cuba,Australia,Newcastle,Melbourne Airport,Family,2008-10-22,Economic Opportunity,Citizen,2013-09-18,FALSE
Leila,Zhang,Female,1975-11-23,India,Italy,Palermo,Fiumicino,Student,2007-11-16,Climate/Disaster,Citizen,2013-02-24,FALSE
Akira,Costa,Male,1999-12-05,Greece,Australia,Canberra,Sydney Airport,Family,2019-05-10,Work,Citizen,2025-03-18,FALSE
Anita,Hernandez,Male,1968-10-14,Malaysia,United Kingdom,Birmingham,Stansted,Student,2022-07-25,Economic Opportunity,Citizen,2028-05-16,FALSE
Elena,Jones,Female,1952-09-03,Spain,United Kingdom,Liverpool,Heathrow,Skilled Worker,2013-01-08,Family Reunification,Permanent Resident,,FALSE
David,Rossi,Female,1985-12-02,Afghanistan,United States,Chicago,IAD,Work,2005-03-11,Work,Temporary Resident,,FALSE
Leila,Park,Male,1981-01-20,Iran,Germany,Bremen,DUS,Diversity,2020-11-10,Work,Permanent Resident,,FALSE
Mohamed,Abdul,Male,1978-02-19,Egypt,Canada,Ottawa,Calgary Intl,Family,2002-11-10,Persecution,Citizen,2013-08-01,TRUE
Fatima,Ivanov,Male,1955-02-09,Guatemala,Netherlands,Groningen,Rotterdam The Hague,Student,2013-10-31,Work,Citizen,2018-04-04,FALSE
Sara,Lopez,Female,2002-03-31,Pakistan,Sweden,Orebro,Arlanda,Family,2023-07-10,Work,Permanent Resident,,FALSE
Ibrahim,Martinez,Female,1990-08-12,Russia,United States,Houston,HOU,Skilled Worker,2020-04-19,Persecution,Citizen,2028-08-23,TRUE
Mohamed,Silva,Female,1988-05-17,Nepal,Australia,Newcastle,Adelaide Airport,Family,2021-06-24,Work,Citizen,2029-09-11,FALSE
Wei,Popov,Male,1997-10-18,Peru,United States,Los Angeles,ORD,Student,2018-02-24,Work,Permanent Resident,,FALSE
Aria,Martinez,Male,1980-05-25,Pakistan,Spain,Bilbao,Valencia Airport,Student,2020-11-14,Family Reunification,Permanent Resident,,FALSE
Raj,Miller,Female,1980-03-25,Algeria,Spain,Valladolid,Madrid–Barajas,Family,2023-12-17,Work,Citizen,2029-06-03,FALSE
David,Perez,Male,2007-08-20,Venezuela,Netherlands,Tilburg,Schiphol,Asylum,2025-09-13,Conflict/War,Citizen,2033-02-14,TRUE
Wei,Silva,Male,1965-03-01,Taiwan,France,Lille,Orly,Work,2021-05-02,Work,Permanent Resident,,FALSE
Igor,Lopez,Male,2000-03-02,Turkey,United Kingdom,Birmingham,Manchester Airport,Refugee,2018-12-16,Work,Citizen,2022-10-09,TRUE
Anita,Costa,Female,1951-04-09,Honduras,Germany,Cologne,HAM,Work,2023-03-16,Climate/Disaster,Departed,,FALSE
Sara,Davis,Female,1977-02-11,Thailand,Australia,Melbourne,Adelaide Airport,Work,2022-09-22,Work,Citizen,2026-07-03,FALSE
Hassan,Silva,Male,1989-10-28,Greece,Australia,Gold Coast,Sydney Airport,Family,2015-02-17,Family Reunification,Permanent Resident,,FALSE
Ibrahim,Moretti,Male,1990-01-01,Colombia,Australia,Darwin,Sydney Airport,Diversity,2009-01-23,Work,Permanent Resident,,FALSE
Maria,Miller,Female,1989-03-20,Algeria,Sweden,Malmo,Arlanda,Student,2014-09-02,Family Reunification,Citizen,2020-12-16,FALSE
Jin,Martinez,Male,1956-12-04,Cuba,Germany,Cologne,HAM,Family,2008-01-27,Persecution,Permanent Resident,,TRUE
Maria,Gonzalez,Male,1950-05-08,Philippines,Sweden,Malmo,Malmo Airport,Student,2003-02-22,Family Reunification,Permanent Resident,,FALSE
Chen,Kim,Male,2001-11-07,Syria,Italy,Genoa,Fiumicino,Investor,2024-05-07,Family Reunification,Permanent Resident,,FALSE
Mia,Lopez,Male,1972-03-05,Colombia,Canada,Vancouver,Calgary Intl,Investor,2001-10-18,Family Reunification,Citizen,2006-07-27,FALSE
Igor,Ivanov,Male,1991-12-21,Guatemala,Netherlands,Eindhoven,Schiphol,Student,2016-09-21,Study,Permanent Resident,,FALSE
Mohamed,Novak,Male,1990-02-11,Vietnam,Italy,Genoa,Bologna Guglielmo Marconi,Refugee,2019-05-30,Work,Departed,,TRUE
Yuki,Jones,Male,1969-06-12,Pakistan,Australia,Brisbane,Melbourne Airport,Work,2005-05-25,Study,Permanent Resident,,FALSE
Camila,Miller,Male,1984-02-18,Cuba,Italy,Rome,Malpensa,Family,2014-07-13,Persecution,Permanent Resident,,TRUE
Elena,Moretti,Female,1985-12-22,Iran,Australia,Brisbane,Sydney Airport,Student,2009-03-15,Conflict/War,Citizen,2017-05-28,TRUE
Chen,Miller,Male,1969-09-19,Mexico,Italy,Florence,Bologna Guglielmo Marconi,Investor,2002-08-14,Family Reunification,Citizen,2008-06-18,FALSE
Leila,Bauer,Female,1974-02-18,Nepal,United Kingdom,Cardiff,Gatwick,Family,2024-12-25,Study,Temporary Resident,,FALSE
Raj,Moretti,Male,2003-11-28,Japan,Sweden,Stockholm,Malmo Airport,Refugee,2023-10-28,Work,Departed,,TRUE
Anita,Garcia,Female,1963-09-15,Russia,France,Strasbourg,Nice Côte d'Azur,Student,2005-05-05,Persecution,Permanent Resident,,TRUE
Olivia,Kumar,Female,1959-05-28,Colombia,Germany,Dusseldorf,HAM,Skilled Worker,2009-03-22,Study,Temporary Resident,,FALSE
Omar,Smith,Male,1992-02-19,Greece,France,Nice,Nice Côte d'Azur,Refugee,2021-03-16,Persecution,Temporary Resident,,TRUE
Hiro,Johnson,Male,1994-12-19,Turkey,Sweden,Linkoping,Arlanda,Work,2017-09-30,Persecution,Departed,,TRUE
Zoe,Williams,Female,1982-08-01,Kenya,Netherlands,Rotterdam,Rotterdam The Hague,Asylum,2004-03-10,Work,Citizen,2014-03-08,TRUE
Alex,Bauer,Male,1974-04-18,Indonesia,Canada,Mississauga,Ottawa Intl,Work,2025-02-17,Family Reunification,Permanent Resident,,FALSE
Priya,Abdul,Male,1954-02-02,Italy,Australia,Perth,Perth Airport,Asylum,2020-07-05,Economic Opportunity,Permanent Resident,,TRUE
Ethan,Sanchez,Female,2001-09-27,Romania,Sweden,Uppsala,Arlanda,Family,2025-01-15,Study,Permanent Resident,,FALSE
Ava,Schmidt,Female,1963-10-14,Pakistan,Canada,Vancouver,Calgary Intl,Refugee,2024-06-27,Conflict/War,Undocumented,,TRUE
Emma,Ivanov,Male,1952-08-13,El Salvador,Germany,Frankfurt,BER,Refugee,2008-12-09,Family Reunification,Permanent Resident,,TRUE
Ibrahim,Ivanov,Male,2005-07-21,Greece,Canada,Calgary,Vancouver Intl,Family,2024-11-13,Family Reunification,Citizen,2030-01-16,FALSE
Isabella,Chen,Female,1990-06-11,Mexico,Germany,Berlin,DUS,Work,2019-04-23,Conflict/War,Temporary Resident,,TRUE
Nina,Nguyen,Female,1981-09-20,China,Netherlands,The Hague,Eindhoven Airport,Student,2008-11-11,Study,Permanent Resident,,FALSE
Ahmed,Rossi,Male,1987-10-20,South Korea,Australia,Newcastle,Melbourne Airport,Family,2018-08-01,Work,Undocumented,,FALSE
Maria,Davis,Male,1972-09-06,China,France,Lyon,Nice Côte d'Azur,Student,2023-09-22,Economic Opportunity,Temporary Resident,,FALSE
Sara,Johnson,Female,1962-06-03,Afghanistan,Netherlands,Utrecht,Eindhoven Airport,Work,2018-01-10,Work,Permanent Resident,,FALSE
Ibrahim,Novak,Female,1958-05-08,Iraq,Australia,Perth,Brisbane Airport,Work,2018-11-06,Family Reunification,Temporary Resident,,FALSE
Hassan,Zhang,Male,2007-12-13,Sri Lanka,Spain,Malaga,Valencia Airport,Student,2025-12-08,Conflict/War,Temporary Resident,,TRUE
Raj,Zhang,Male,1994-05-29,South Korea,France,Montpellier,Marseille Provence,Asylum,2015-10-27,Persecution,Permanent Resident,,TRUE
Hassan,Wang,Non-binary,1951-07-09,Germany,Canada,Toronto,Vancouver Intl,Skilled Worker,2022-01-05,Work,Temporary Resident,,FALSE
Hassan,Ivanov,Male,1981-02-26,Ukraine,Italy,Bari,Turin Airport,Humanitarian,2022-11-25,Persecution,Permanent Resident,,TRUE
Sofia,Ibrahim,Male,1958-02-11,Philippines,Netherlands,Amsterdam,Rotterdam The Hague,Student,2023-12-28,Family Reunification,Temporary Resident,,FALSE
Isabella,Park,Male,1958-11-07,France,Australia,Brisbane,Sydney Airport,Work,2023-08-24,Study,Permanent Resident,,FALSE
Akira,Schmidt,Male,1996-09-05,Bangladesh,Australia,Hobart,Perth Airport,Work,2024-03-18,Study,Permanent Resident,,FALSE
Mohamed,Khan,Female,2000-12-10,Brazil,Italy,Palermo,Naples Intl,Work,2023-06-19,Study,Departed,,FALSE
Priya,Kumar,Female,1971-12-28,Pakistan,Germany,Leipzig,FRA,Diversity,2011-06-06,Study,Citizen,2021-11-29,FALSE
Carlos,Silva,Female,1997-02-15,Ukraine,Germany,Berlin,HAM,Investor,2016-08-29,Conflict/War,Permanent Resident,,TRUE
Camila,Lopez,Male,1968-08-29,Taiwan,United States,Chicago,SEA,Family,2023-09-10,Family Reunification,Permanent Resident,,FALSE
Amina,Kumar,Male,1975-01-06,Italy,Spain,Zaragoza,Madrid–Barajas,Work,2017-05-26,Family Reunification,Temporary Resident,,FALSE
Sofia,Kim,Male,2002-05-22,United Kingdom,Australia,Hobart,Adelaide Airport,Family,2023-03-26,Climate/Disaster,Permanent Resident,,FALSE
